word,vector
6577,"[0.02048947475850582,-0.09331989288330078,-0.04696839675307274,0.06075670197606087,0.057843729853630066]"
522,"[0.11667849123477936,0.015853755176067352,0.08742819726467133,0.16290071606636047,-0.15618886053562164]"
932,"[0.18106181919574738,-0.05599690228700638,-0.000644951593130827,-0.1858479082584381,0.01274782419204712]"
7619,"[-0.11356639862060547,0.005291924346238375,-0.00749958585947752,0.04720017686486244,-0.027762435376644135]"
58191,"[-0.07008321583271027,-0.06686946004629135,0.049115121364593506,-0.01259029470384121,-0.07475871592760086]"
1293,"[0.13110318779945374,0.10585587471723557,-0.21828819811344147,-0.5325888991355896,-0.027164854109287262]"
4458,"[0.05701078474521637,-0.06631960719823837,-0.015207827091217041,-0.0817820131778717,0.08785150945186615]"
96917,"[0.0681508332490921,0.055759329348802567,-0.06234150379896164,0.004746713675558567,-0.07086531817913055]"
144,"[-0.0765194445848465,0.017039669677615166,-0.15977951884269714,0.057266734540462494,-0.16138248145580292]"
5103,"[-0.254050612449646,-0.12728042900562286,-0.008060348220169544,0.1057787761092186,0.23624871671199799]"
79132,"[-0.24534189701080322,-0.31479471921920776,-0.4626043140888214,0.09872007369995117,0.44546404480934143]"
1689,"[-0.011466225609183311,0.08753105998039246,-0.006006345152854919,-0.011818699538707733,0.05200141295790672]"
27741,"[-0.3678293824195862,0.02759726718068123,-0.12254290282726288,-0.10796375572681427,0.04939606040716171]"
1125,"[0.5577666163444519,0.2561214864253998,-0.20449763536453247,-0.36577746272087097,-0.035639688372612]"
49265,"[0.09531927108764648,-0.029929352924227715,-0.07254372537136078,-0.0264432393014431,-0.02796712890267372]"
119155,"[-0.23011833429336548,-0.024173282086849213,0.050288498401641846,-0.08025460690259933,3.531249240040779e-05]"
2115,"[0.04549660161137581,0.18060992658138275,0.06430800259113312,0.1469668596982956,0.30445396900177]"
6867,"[-0.1993819922208786,-0.10424090176820755,0.08825098723173141,0.06299726665019989,0.10998160392045975]"
913,"[0.6086570024490356,0.14030452072620392,0.11333511769771576,0.15305250883102417,-0.04640200361609459]"
3720,"[-0.03745902702212334,-0.043728288263082504,0.10871052742004395,0.1106119453907013,-0.015913596376776695]"
26732,"[0.001455454039387405,-0.016315883025527,-0.05403190851211548,0.09068408608436584,0.12927813827991486]"
109161,"[-0.12932953238487244,-0.050475362688302994,-0.07108164578676224,-0.0451882965862751,-0.048765845596790314]"
78349,"[-0.012404032051563263,-0.07185185700654984,-0.03617725521326065,-0.0423232764005661,0.03138585388660431]"
115664,"[-0.04078684374690056,0.017730483785271645,-0.003524778876453638,-0.08846869319677353,0.10035427659749985]"
4577,"[-0.15611769258975983,-0.12735764682292938,-0.06575930118560791,-0.042462270706892014,-0.019104227423667908]"
2722,"[-0.03026421368122101,0.013964966870844364,0.054179657250642776,0.04962914064526558,0.24497202038764954]"
1613,"[-0.028095176443457603,0.01389131136238575,-0.0689050555229187,-0.1009300947189331,0.05700103938579559]"
6104,"[-0.1972857564687729,0.0344109870493412,-0.008349798619747162,0.13678370416164398,0.20044061541557312]"
742,"[-0.08434382826089859,-0.044962458312511444,0.02253229357302189,0.07469119131565094,0.062398217618465424]"
147374,"[-0.274940550327301,-0.0745818242430687,-0.11084282398223877,-0.015333064831793308,0.06840595602989197]"
1077,"[0.4675915241241455,0.23389390110969543,-0.11878716945648193,-0.18295906484127045,0.17626623809337616]"
4369,"[-0.07993771880865097,0.002530943602323532,0.019986674189567566,-0.02183031663298607,-0.0662020593881607]"
55946,"[0.04374280944466591,-0.06909091770648956,0.049532417207956314,-0.07371590286493301,-0.05432101711630821]"
2919,"[-0.0411340706050396,0.0035304520279169083,0.04427245631814003,0.005251556169241667,0.22018036246299744]"
77866,"[-0.14435286819934845,-0.05507456138730049,-0.09388259053230286,0.0731433555483818,-0.019282067194581032]"
8860,"[-0.052787356078624725,0.06450498849153519,0.022500498220324516,0.020406579598784447,0.09622691571712494]"
3504,"[-0.24311089515686035,0.08102644979953766,0.1497046947479248,0.09635414183139801,0.3467390835285187]"
4720,"[-0.4219444990158081,0.08152149617671967,0.25910601019859314,-0.10783346742391586,-0.012129982002079487]"
3841,"[-0.0012403239961713552,-0.021402763202786446,-0.023851413279771805,0.057269178330898285,0.08698674291372299]"
122918,"[-0.33475011587142944,-0.11214666813611984,-0.10163133591413498,-0.17374049127101898,0.17870266735553741]"
550,"[-0.037787362933158875,-0.023975351825356483,-0.05959724262356758,-0.052311163395643234,-0.0830015167593956]"
1081,"[0.20766012370586395,0.12678088247776031,-0.07436587661504745,-0.13509775698184967,-0.02284674346446991]"
8501,"[-0.11323448270559311,-0.022789539769291878,-0.07191692292690277,-0.08894164115190506,0.0033517677802592516]"
718,"[0.14689338207244873,0.08439163863658905,0.08086264133453369,-0.06789761781692505,-0.044448498636484146]"
6721,"[-0.030194830149412155,-0.06150443106889725,-0.04335830360651016,0.05857681483030319,0.13115184009075165]"
5522,"[-0.06151479482650757,-0.12274658679962158,0.061589114367961884,0.11739993095397949,-0.04122515022754669]"
141818,"[-0.15682220458984375,-0.1277790367603302,-0.006615803577005863,-0.018912389874458313,0.033321402966976166]"
108981,"[-0.09778310358524323,-0.05774892866611481,-0.05937720835208893,0.07307210564613342,0.019462905824184418]"
151695,"[-0.1701759248971939,-0.11383812874555588,-0.07557607442140579,0.01149091124534607,0.1037612333893776]"
8360,"[-0.3986976742744446,-0.10457450151443481,0.017084114253520966,-0.17775219678878784,0.25177276134490967]"
4239,"[-0.3431638181209564,0.26536616683006287,0.35150834918022156,-0.0058592683635652065,0.06478074938058853]"
76173,"[-0.1059909388422966,-0.04530166834592819,-0.02469140850007534,-0.03248012438416481,0.07949831336736679]"
7766,"[-0.2911909222602844,0.026580646634101868,-0.11739222705364227,0.009262312203645706,0.0979311466217041]"
90603,"[-0.060581713914871216,-0.0074999453499913216,-0.03789646923542023,-0.025400564074516296,0.16531436145305634]"
55280,"[-0.17657139897346497,0.001963626826182008,-0.12530913949012756,0.06702663749456406,0.0439022034406662]"
3168,"[-0.2590789198875427,0.01917617954313755,0.03591476380825043,0.06500689685344696,0.2246280312538147]"
122898,"[0.07229773700237274,0.08156716078519821,-0.029179967939853668,0.017522050067782402,-0.0828949511051178]"
48516,"[-0.1634535938501358,0.10773105174303055,-0.28703540563583374,0.09190873056650162,0.3960191011428833]"
2403,"[-0.1845519244670868,0.04716718941926956,0.026669351384043694,-0.010056514292955399,0.12944884598255157]"
34534,"[-0.2402612566947937,-0.05542878806591034,-0.03648625686764717,0.025191649794578552,0.15851469337940216]"
6636,"[-0.1366507112979889,0.05167863517999649,-0.0733412429690361,-0.02200193703174591,-0.008027490228414536]"
171867,"[-0.5165741443634033,-0.10324746370315552,-0.08275461196899414,-0.16374102234840393,0.1905817985534668]"
1034,"[-0.012438638135790825,0.08738584816455841,-0.009620556607842445,-0.132969930768013,-0.0742117390036583]"
102742,"[-0.1574496626853943,0.027275938540697098,-0.01717384345829487,0.045354023575782776,0.07297772169113159]"
4410,"[-0.1017628014087677,0.08137659728527069,0.014163712039589882,-0.07705557346343994,-0.003824898973107338]"
98604,"[-0.124116450548172,-0.0646667629480362,-0.10294432938098907,-0.03521668165922165,-0.005798375234007835]"
168026,"[0.03959238529205322,0.020492149516940117,0.040187086910009384,-0.040703777223825455,-0.02776569500565529]"
2686,"[-0.14931561052799225,0.1905972957611084,-0.14461061358451843,-0.09599288552999496,0.21536006033420563]"
173235,"[-0.29939916729927063,-0.023734305053949356,0.035712968558073044,-0.19867509603500366,0.05441037937998772]"
4399,"[-0.09463998675346375,-0.09380713850259781,-0.12903572618961334,-0.056643128395080566,-0.019818782806396484]"
3053,"[-0.15085111558437347,0.05526217445731163,0.014069967903196812,-0.04095834493637085,0.17065203189849854]"
237,"[0.11521915346384048,-0.005101702641695738,0.02998194471001625,0.1973806917667389,-0.25918883085250854]"
71520,"[-0.18722444772720337,-0.07399090379476547,-0.06279360502958298,0.037704385817050934,0.06699413806200027]"
106696,"[-0.33840155601501465,-0.1451174020767212,-0.09050232172012329,-0.24174457788467407,0.25805288553237915]"
263,"[-0.037673477083444595,-0.0622541569173336,0.0737563967704773,-0.03614082932472229,-0.06982660293579102]"
3877,"[-0.04395940899848938,0.04073170945048332,-0.013682705350220203,0.043237850069999695,0.028829947113990784]"
57843,"[0.008893533609807491,-0.09295818209648132,0.015384156256914139,0.06303877383470535,-0.06382862478494644]"
171023,"[0.04775887355208397,-0.029005376622080803,-0.01929827407002449,0.029989907518029213,0.005282380618155003]"
111362,"[-0.28852900862693787,-0.14509643614292145,-0.16690854728221893,-0.18653056025505066,0.12315549701452255]"
41573,"[0.02574680931866169,0.017715008929371834,0.07288996130228043,-0.09093344956636429,0.04418545961380005]"
4912,"[-0.01900191232562065,0.009809992276132107,0.05607416108250618,0.07653940469026566,-0.027235429733991623]"
4034,"[-0.5054524540901184,0.23383131623268127,0.33060044050216675,0.15257628262043,0.06411806493997574]"
3516,"[-0.027395963668823242,0.0777462050318718,-0.037615563720464706,0.1180405467748642,-0.0069764889776706696]"
7028,"[-0.12160883843898773,-0.09864813834428787,0.005149087868630886,-0.10626398772001266,0.036746345460414886]"
51939,"[-0.019242823123931885,0.050024647265672684,-0.05114559084177017,0.021809358149766922,0.0667722076177597]"
1066,"[0.15905362367630005,-0.02801634930074215,0.042446769773960114,-0.0908425897359848,-0.026561830192804337]"
6195,"[-0.26907965540885925,0.03398161754012108,-0.11088679730892181,-0.1034441664814949,0.013502159155905247]"
7118,"[-0.10652009397745132,-0.10551650822162628,-0.08583293110132217,-0.0804482027888298,0.032987989485263824]"
93320,"[0.00956149585545063,-0.09151706844568253,0.024248972535133362,-0.07091420143842697,0.10539604723453522]"
158238,"[-0.5920628905296326,-0.030766356736421585,-0.13860984146595,-0.14129053056240082,0.2405708283185959]"
1367,"[0.032489970326423645,0.15428988635540009,-0.0733284056186676,-0.24871550500392914,-0.08437157422304153]"
137859,"[-0.07746363431215286,-0.05363819748163223,-0.09350114315748215,-0.0756823942065239,-0.0772913321852684]"
4339,"[-0.17141038179397583,-0.015500377863645554,-0.06585393846035004,-0.028897620737552643,0.10283352434635162]"
4388,"[-0.18710902333259583,0.11855760216712952,-0.03471100330352783,-0.05508169159293175,0.0812843069434166]"
5083,"[-0.3542879521846771,-0.017472120001912117,-0.08090712875127792,-0.10046559572219849,0.10730792582035065]"
2396,"[-0.14237681031227112,0.2654078006744385,-0.13032333552837372,-0.00822022557258606,0.4029882550239563]"
1271,"[0.0596463643014431,0.0986466035246849,-0.18151159584522247,-0.42332029342651367,-0.14627619087696075]"
95175,"[-0.12429839372634888,0.05020470172166824,-0.009606288745999336,0.025013141334056854,0.04040064662694931]"
256,"[0.05332779511809349,-0.1265409141778946,-0.049604710191488266,-0.10625321418046951,-0.041009362787008286]"
112421,"[-0.08465644717216492,-0.06127560883760452,0.03780891373753548,-0.020708415657281876,0.014058091677725315]"
80862,"[-0.04193444550037384,-0.054914407432079315,-0.004495889879763126,-0.017603907734155655,0.05535074323415756]"
340,"[0.07893969118595123,0.02023664489388466,-0.1059679463505745,-0.04465186595916748,-0.09851376712322235]"
4623,"[-0.2513943910598755,0.05308397486805916,-0.04144204780459404,-0.10461939871311188,0.03117397613823414]"
103075,"[0.06998103857040405,-0.01485486701130867,-0.09442626684904099,-0.09932304173707962,0.0892450138926506]"
2567,"[-0.05579374358057976,0.10924088954925537,-0.058186404407024384,-0.027681579813361168,0.040204524993896484]"
317,"[-0.010516450740396976,0.19385668635368347,-0.2660042345523834,0.3046520948410034,-1.0450612306594849]"
5505,"[-0.08454827219247818,0.052176520228385925,-0.02034742757678032,0.07930148392915726,-0.02749767154455185]"
1136,"[1.2324461936950684,0.4686832129955292,-0.42939019203186035,-0.7884884476661682,0.40543118119239807]"
6232,"[-0.04055109992623329,-0.06807196140289307,-0.07706785947084427,0.04464399442076683,0.09885165095329285]"
3769,"[-0.036682967096567154,-0.04133569076657295,-0.050393007695674896,0.07298863679170609,-0.047213923186063766]"
2245,"[-0.12413574010133743,0.1354282647371292,-0.030488787218928337,-0.05468883737921715,0.09061428159475327]"
4836,"[-0.05817856639623642,0.04282660037279129,0.001491577597334981,-0.0001766825735103339,-0.0483105294406414]"
27176,"[-0.07980378717184067,-0.02844923362135887,-0.042496390640735626,-0.05657894164323807,-0.026949405670166016]"
2791,"[-0.1193121075630188,0.38058266043663025,0.04426279291510582,0.2808384895324707,0.6442748308181763]"
3925,"[-0.11951359361410141,-0.011175030842423439,-0.005053659901022911,-0.06180773675441742,0.09069609642028809]"
1092,"[0.41618138551712036,0.224559023976326,-0.21513289213180542,-0.23123902082443237,0.060236312448978424]"
2751,"[-0.0342152938246727,-0.06942176073789597,0.004509894177317619,0.02749699167907238,-0.02949398010969162]"
3329,"[-0.08580098301172256,-0.01709425449371338,-0.029206136241555214,0.07274983823299408,0.010427613742649555]"
4023,"[-0.21809643507003784,-0.12537889182567596,0.06154630333185196,0.053800277411937714,0.01518856082111597]"
196,"[-0.042711544781923294,0.12682536244392395,-0.1334414929151535,0.014497634023427963,-0.15245014429092407]"
5177,"[-0.13517598807811737,0.005858090240508318,0.0687323734164238,-0.12525033950805664,-0.0337391272187233]"
2212,"[0.01014908216893673,-0.05962144955992699,0.02850467711687088,-0.002360772807151079,-0.012233748100697994]"
1103,"[0.3194875121116638,0.05869780853390694,-0.009988188743591309,-0.01038878783583641,0.07715269923210144]"
8331,"[-0.08341202884912491,0.015859553590416908,-0.09035509824752808,-0.0416061133146286,-0.04009471461176872]"
3157,"[-0.10800544172525406,-0.09631376713514328,0.10721009969711304,0.12359224259853363,0.08377775549888611]"
33896,"[-0.22706083953380585,0.053076695650815964,0.04647282510995865,-0.13475148379802704,0.11339256912469864]"
168492,"[-0.2764718234539032,-0.003677413333207369,-0.046088818460702896,-0.045430444180965424,0.010298948734998703]"
73569,"[0.0326647087931633,-0.019288213923573494,0.03989957273006439,-0.004067695699632168,-0.050791751593351364]"
27831,"[-0.11611174792051315,-0.05125322937965393,0.050544075667858124,-0.13046738505363464,0.16051824390888214]"
5497,"[-0.14946980774402618,0.06660038977861404,0.011681151576340199,0.0020040881354361773,0.1279703825712204]"
49961,"[-0.16250871121883392,0.06945925205945969,0.0529705211520195,0.020716378465294838,0.024814415723085403]"
2001,"[0.12069438397884369,0.013492289930582047,0.1075584664940834,-0.029893027618527412,0.11359988152980804]"
27592,"[-0.19798853993415833,0.02816295064985752,0.03253253176808357,-0.09455592185258865,0.07968013733625412]"
5772,"[-0.0994107574224472,-0.021725058555603027,-0.04741394892334938,-0.029630038887262344,0.05669759213924408]"
720,"[0.3191129267215729,0.1718090921640396,0.021391497924923897,0.3385064899921417,-0.3807397186756134]"
156609,"[-0.0852188766002655,-0.07882293313741684,0.052182093262672424,0.02794605679810047,-0.04622254520654678]"
6970,"[0.05865401402115822,-0.0518948920071125,0.03607875853776932,-0.07067244499921799,-0.05662183836102486]"
48696,"[0.08872460573911667,-0.03502306714653969,-0.1070670336484909,0.008375991135835648,-0.05367197096347809]"
58107,"[-0.05289604887366295,-0.010763527825474739,-0.10013328492641449,-0.09841246902942657,0.04136178269982338]"
7614,"[-0.2748417854309082,-0.06501990556716919,-0.06270024925470352,-0.1076868399977684,0.09243166446685791]"
5839,"[-0.05519814416766167,-0.06372477859258652,0.051434483379125595,0.06284236162900925,0.02008001133799553]"
6266,"[-0.09134925156831741,0.01561407744884491,0.09275399893522263,0.11741123348474503,0.10384684801101685]"
97168,"[-0.05452701821923256,-0.13849245011806488,-0.017589837312698364,0.06443115323781967,0.008371603675186634]"
111384,"[-0.04815279319882393,-0.05299907550215721,0.052568450570106506,0.05693889036774635,0.009904365055263042]"
30745,"[-0.06422603875398636,0.06414736062288284,0.07704124599695206,-0.10923349112272263,-0.044329192489385605]"
5121,"[-0.04341205954551697,0.05858428031206131,-0.0952429249882698,0.011683841235935688,-0.03647766262292862]"
74948,"[-0.11184609681367874,-0.1316966414451599,0.0016764812171459198,-0.032449882477521896,0.08732829988002777]"
56607,"[-0.09331754595041275,-0.006072081625461578,-0.08679715543985367,0.06827432662248611,-0.04464365541934967]"
50685,"[-0.03722919896245003,0.055294353514909744,-0.11668691039085388,-0.08674707263708115,0.003481792751699686]"
2664,"[-0.13965542614459991,0.10732685029506683,-0.029695933684706688,-0.01216313149780035,0.1989692598581314]"
4273,"[-0.157945916056633,-0.06343911588191986,-0.06926602870225906,-0.051921140402555466,0.04073129594326019]"
7373,"[-0.18812784552574158,-0.08933022618293762,-0.10535665601491928,-0.07809107005596161,0.2089330554008484]"
48,"[0.008506294339895248,0.04197770357131958,0.01670735701918602,0.1327395886182785,-0.4146502912044525]"
6650,"[-0.12531276047229767,-0.04822073504328728,-0.021437352523207664,-0.06150510534644127,0.04936928674578667]"
50842,"[-0.05337536707520485,0.0711795911192894,0.053134121000766754,0.09920648485422134,0.03646281734108925]"
2391,"[-0.2215619832277298,0.16630887985229492,-0.022564323619008064,-0.1261533945798874,0.15588776767253876]"
141836,"[-0.34057843685150146,-0.06998421251773834,-0.04456577077507973,-0.0823940709233284,0.034711629152297974]"
8724,"[-0.24042075872421265,-0.013095222413539886,0.06386172771453857,-0.00468393974006176,0.034250907599925995]"
5899,"[-0.17507542669773102,-0.025983817875385284,-0.07863760739564896,-0.040541283786296844,0.021944506093859673]"
74324,"[-0.23315303027629852,-0.001632449682801962,-0.04441038519144058,-0.08833945542573929,-0.024995042011141777]"
135777,"[-0.07600323855876923,0.06517267227172852,-0.011806939728558064,-0.14818577468395233,0.1480320245027542]"
7156,"[-0.3097747564315796,-0.1086328998208046,-0.07025676220655441,-0.07228346914052963,0.2415517121553421]"
74685,"[0.007251175120472908,0.007750069722533226,0.034579694271087646,-0.05415678769350052,-0.012550968676805496]"
281,"[-0.04003232717514038,-0.02378850243985653,0.014003206044435501,0.0027217851020395756,-0.2604031562805176]"
3993,"[-0.06355281919240952,0.01689443551003933,-0.012927371077239513,0.12087279558181763,-0.07583989948034286]"
6303,"[-0.2021576166152954,-0.13984626531600952,0.03726522624492645,-0.004842693451792002,0.09389018267393112]"
176371,"[-0.7882631421089172,-0.16381408274173737,-0.2466733306646347,-0.14829735457897186,0.12446396052837372]"
62113,"[-0.10451525449752808,-0.01081167720258236,-0.0347624346613884,0.008133654482662678,-0.059266891330480576]"
132800,"[-0.06516744941473007,-0.11258301138877869,-0.08411794155836105,-0.16326168179512024,0.06641200184822083]"
3896,"[0.06460735946893692,0.08117380738258362,-0.001158787403255701,-0.06137809157371521,-0.07742279022932053]"
159817,"[-0.34000441431999207,-0.1502179503440857,-0.07762411236763,-0.16571864485740662,0.06848748028278351]"
32598,"[0.02443353459239006,0.018209459260106087,-0.08984284847974777,0.05424664914608002,0.020344411954283714]"
81156,"[-0.18600018322467804,-0.10406546294689178,-0.006572924088686705,-0.0739111378788948,0.1400214582681656]"
3254,"[-0.10973381996154785,0.004028679803013802,0.13699552416801453,0.0753089115023613,0.039316173642873764]"
3246,"[-0.28691455721855164,0.030430838465690613,0.014483113773167133,0.1699925661087036,0.2189994752407074]"
38095,"[-0.03470291197299957,0.025000277906656265,0.03291984647512436,-0.013513264246284962,-0.06571470201015472]"
2947,"[-0.05295247957110405,0.16852392256259918,0.21394215524196625,0.2165607362985611,0.5304840803146362]"
4615,"[0.017049849033355713,0.09796259552240372,0.0073258960619568825,-0.07709452509880066,-0.03385940194129944]"
2804,"[0.0329897478222847,0.35417118668556213,-0.0027396357618272305,0.20655521750450134,0.6201062798500061]"
27178,"[0.014741748571395874,-0.04335400089621544,0.041645098477602005,0.021642180159687996,-0.009831293486058712]"
68554,"[-0.04767615720629692,-0.025358356535434723,-0.01296115294098854,0.03507671132683754,0.028954876586794853]"
103539,"[-0.05717417970299721,-0.13747204840183258,-0.08075159043073654,0.08901222050189972,0.09354813396930695]"
3914,"[-0.0833820104598999,-0.07090964168310165,-0.03173178434371948,0.005370793864130974,0.044813122600317]"
5601,"[-0.08702076226472855,0.08434223383665085,-0.07212156057357788,-0.018622448667883873,0.08075516670942307]"
113252,"[-0.085586778819561,-0.13299165666103363,0.004421696066856384,0.012666384689509869,0.048713624477386475]"
1023,"[0.22865764796733856,0.189363494515419,-0.03846175968647003,0.016007371246814728,0.04393791779875755]"
6985,"[-0.20661121606826782,-0.049017347395420074,-0.028067560866475105,-0.09261643141508102,0.13471628725528717]"
45431,"[-0.18328070640563965,-0.10682816803455353,-0.021348770707845688,-0.020559057593345642,0.0004733102396130562]"
6948,"[-0.11152936518192291,-0.014152850024402142,-0.052589453756809235,0.008155610412359238,0.10842367261648178]"
996,"[0.03439714014530182,-0.05329938605427742,0.05756152793765068,-0.07908855378627777,-0.045117687433958054]"
56171,"[-0.15014144778251648,0.04021839052438736,-0.10183805972337723,0.050909414887428284,0.06535980850458145]"
79251,"[-0.01598745584487915,-0.018411502242088318,0.00030706217512488365,-0.0410786047577858,-0.06820549070835114]"
92243,"[-0.04634086787700653,-0.06810245662927628,0.0698988288640976,-0.11936372518539429,-0.04966632276773453]"
81520,"[0.003512592986226082,0.06835515052080154,-0.01032364834100008,-0.09807533770799637,0.012800442054867744]"
86504,"[-0.14919544756412506,-0.085934579372406,-0.06667357683181763,0.0494757816195488,0.16128045320510864]"
2744,"[0.00883351732045412,-0.026752647012472153,-0.04112885147333145,-0.022787630558013916,0.04944048076868057]"
7219,"[-0.16988760232925415,0.02481668069958687,-0.07215861976146698,-0.03418732061982155,0.06055394560098648]"
2433,"[-0.04510946571826935,-0.0075887530110776424,-0.00541931577026844,0.060798510909080505,0.03141896426677704]"
8010,"[0.07860785722732544,-0.06663265079259872,0.020655754953622818,0.09536340087652206,-0.05493525415658951]"
6625,"[-0.03648348152637482,-0.05691375210881233,0.01660287193953991,-0.03823127597570419,-0.04430786520242691]"
7748,"[-0.17398600280284882,-0.055043552070856094,0.043661024421453476,0.025621233507990837,-0.011714649386703968]"
3078,"[-0.06459634006023407,0.023463865742087364,-0.02790551260113716,0.009956508874893188,0.06447604298591614]"
4168,"[-0.013359880074858665,-0.03829934075474739,0.0626135766506195,-0.025395765900611877,0.13376472890377045]"
59615,"[-0.2340005338191986,-0.011630776338279247,-0.0913635790348053,0.0233598779886961,0.07093901932239532]"
8507,"[-0.07465200126171112,0.03827698901295662,-0.07156547158956528,-0.04819642752408981,0.023168716579675674]"
109853,"[0.08451233059167862,-0.022547269240021706,-0.04532152786850929,-0.025037335231900215,0.06623826920986176]"
101112,"[-0.012388717383146286,-0.08482535183429718,-0.11010539531707764,-0.05659372732043266,-0.06346336752176285]"
99149,"[-0.01669333502650261,0.08395681530237198,0.05416763201355934,0.009764397516846657,0.09827379882335663]"
422,"[0.013039816170930862,-0.10639290511608124,-0.07723066210746765,0.13252435624599457,-0.03190775215625763]"
3646,"[-0.13143375515937805,-0.02698800340294838,0.02779952436685562,-0.03245193883776665,0.012591098435223103]"
21,"[0.3293185234069824,-0.11482904851436615,0.12237714231014252,-0.017863016575574875,-0.6709189414978027]"
6963,"[-0.05733392387628555,0.06690938025712967,-0.09571154415607452,-0.0005529187619686127,0.07070945203304291]"
165959,"[-0.11330932378768921,-0.024181745946407318,0.014416808262467384,-0.13060085475444794,0.11444487422704697]"
116,"[0.02187742479145527,-0.0029710724484175444,0.0034137992188334465,0.0023971504997462034,0.014838390983641148]"
65631,"[-0.2222878485918045,0.06978132575750351,0.038035959005355835,-0.015184830874204636,0.009442245587706566]"
136469,"[-0.03949829936027527,-0.09253472834825516,0.08885081857442856,0.03169552981853485,0.04562177509069443]"
87869,"[-0.32880181074142456,-0.09469890594482422,-0.17308388650417328,-0.2674816846847534,0.35613739490509033]"
4157,"[-0.10119500011205673,0.040589675307273865,-0.0017265789210796356,-0.0578824058175087,0.1016412004828453]"
1415,"[0.04767690226435661,0.04346170648932457,-0.06716670095920563,0.006216718815267086,0.09964662045240402]"
3865,"[0.007633916102349758,-0.020532850176095963,-0.020558955147862434,0.06652749329805374,0.11648619920015335]"
80748,"[-0.16935500502586365,0.06779942661523819,-0.097635418176651,-0.024258870631456375,0.07681618630886078]"
484,"[0.08608356863260269,0.0704694390296936,-0.07669869065284729,-0.030063943937420845,0.10169076174497604]"
2312,"[-0.11708901822566986,0.06149091571569443,-0.060968540608882904,-0.1809840202331543,0.07235529273748398]"
5986,"[-0.09764742851257324,0.008225390687584877,0.011063330806791782,-0.03350171819329262,-0.022343527525663376]"
1260,"[0.08215610682964325,0.27444490790367126,-0.15346698462963104,-0.39993301033973694,-0.015149328857660294]"
126430,"[-0.20102792978286743,-0.06329428404569626,-0.08530951291322708,-0.08353899419307709,-0.010016080923378468]"
2131,"[-0.12327409535646439,0.05734490603208542,-0.02724781632423401,-0.057005658745765686,0.02781985141336918]"
5072,"[-0.41627225279808044,-0.06010820344090462,0.015924759209156036,0.00016928673721849918,0.13017067313194275]"
100044,"[-0.02917926013469696,-0.04376873001456261,-0.03254272788763046,-0.018116721883416176,0.022611357271671295]"
7380,"[-0.11507701128721237,-0.11798088997602463,-0.09678447246551514,-0.0324597992002964,0.07686398923397064]"
7013,"[-0.5114396810531616,0.037482645362615585,0.0002144601894542575,-0.13840432465076447,0.06287786364555359]"
5952,"[-0.3961842954158783,0.020542439073324203,0.7157335877418518,0.03908809274435043,0.6894979476928711]"
7983,"[-0.20153926312923431,-0.10103921592235565,-0.09333338588476181,-0.048666466027498245,0.07971077412366867]"
533,"[0.1426720917224884,0.06297297030687332,-0.049965523183345795,0.014938835054636002,-0.13740159571170807]"
4447,"[-0.28980743885040283,0.10646741092205048,0.05018988624215126,-0.2556893825531006,0.13858506083488464]"
1855,"[0.050874486565589905,0.050152186304330826,-0.024555204436182976,-0.025714769959449768,0.09958698600530624]"
48780,"[-0.12237360328435898,0.016694465652108192,-0.4743027985095978,0.35030385851860046,0.3028526306152344]"
6184,"[-0.09536107629537582,0.04836149886250496,0.07709044963121414,-0.08132041990756989,0.09534984827041626]"
2360,"[-0.1344759315252304,0.16970092058181763,-0.1907132863998413,-0.11293064802885056,0.1491924524307251]"
1204,"[1.3350332975387573,0.425434410572052,0.28900936245918274,-1.1277341842651367,-0.00016033115389291197]"
32022,"[-0.2109495848417282,0.08137022703886032,-0.006844448857009411,-0.03166310861706734,0.018422018736600876]"
1419,"[-0.08186618238687515,0.061174243688583374,-0.11907033622264862,0.0498628094792366,-0.0015999729512259364]"
84944,"[-0.4699648916721344,-0.09020660817623138,-0.04289478063583374,-0.15686069428920746,0.17783856391906738]"
1958,"[-0.15322601795196533,-0.04799620062112808,0.014980543404817581,-0.08031546324491501,-0.0022937015164643526]"
956,"[-0.06134744733572006,0.1015256866812706,0.009689677506685257,0.05969041958451271,0.08510954678058624]"
69526,"[-0.09571471810340881,0.046173904091119766,-0.08845368772745132,-0.023533405736088753,0.06364399194717407]"
2419,"[0.07950662821531296,-0.001054959837347269,0.07167869806289673,-0.0014080384280532598,-0.07633168250322342]"
6408,"[-7.026828825473785e-05,0.02740968018770218,-0.06998194009065628,-0.0175183042883873,0.10847745835781097]"
984,"[-0.1626397967338562,-0.007046681363135576,-0.05258495733141899,0.0075135380029678345,0.03541095554828644]"
7080,"[-0.09179701656103134,-0.07053469121456146,0.010972091928124428,0.03027983382344246,0.04957426339387894]"
4345,"[-0.11177723109722137,0.11924879997968674,-0.05801054462790489,0.09025803208351135,-0.025768671184778214]"
6270,"[-0.16118071973323822,-0.1174544245004654,-0.1377655267715454,-0.09162815660238266,0.01098628994077444]"
4069,"[-0.19188372790813446,0.06905277818441391,-0.03018658235669136,-0.087646484375,-0.07050717622041702]"
169984,"[-0.18272218108177185,-0.08958682417869568,-0.010989260859787464,-0.027771413326263428,-0.03933640569448471]"
45950,"[-0.107473224401474,0.053750935941934586,-0.17855404317378998,-0.0173807330429554,0.09654127061367035]"
